number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_fold_metrics,user_attrs_mean_accuracy,user_attrs_mean_combined,user_attrs_mean_f1_weighted,user_attrs_mean_hit_ratio,user_attrs_mean_sharpe,user_attrs_mean_sortino,state
32,0.07059961711632023,2025-09-11 14:24:00.980791,2025-09-11 14:24:01.489063,0 days 00:00:00.508272,0.6808700323307557,3.86695738153996,0.044697966656608946,3,3,303,3.7308546909641652e-06,0.07477183977703808,0.8164705062081976,"{'f1_weighted': [0.377728126316981, 0.18968370755370878], 'accuracy': [0.3762285012285012, 0.3293394777265745], 'sharpe': [-9.142125686120712, -164.359335004482], 'sortino': [-10.496862321164294, -216.2929042515116], 'hit_ratio': [0.470935960591133, 0.31401115933044016], 'combined': [0.07533133868732557, 0.0658678955453149]}",0.35278398947753786,0.07059961711632023,0.28370591693534486,0.3924735599607866,-86.75073034530136,-113.39488328633794,COMPLETE
33,0.06926761525748655,2025-09-11 14:24:01.490061,2025-09-11 14:24:02.006839,0 days 00:00:00.516778,0.6567220574048803,3.1460321822535304,0.02233335302617771,8,4,462,2.571829641644729e-07,0.009007911975741884,0.6668553804590502,"{'f1_weighted': [0.3670565959991994, 0.18001711402616377], 'accuracy': [0.36455773955773957, 0.328110599078341], 'sharpe': [-13.145893803026661, -170.86372043239177], 'sortino': [-15.404318571257093, -223.3968603074842], 'hit_ratio': [0.4914134742404227, 0.30905145691258523], 'combined': [0.0729131106993049, 0.0656221198156682]}",0.3463341693180403,0.06926761525748655,0.27353685501268155,0.40023246557650394,-92.00480711770922,-119.40058943937063,COMPLETE
34,0.47159209908954375,2025-09-11 14:24:02.008340,2025-09-11 14:24:02.548194,0 days 00:00:00.539854,0.6322253274405579,2.624659026007168,0.01487544531296001,7,1,585,6.297373340539232e-05,0.00010918913030456574,0.6307551607138808,"{'f1_weighted': [0.3572715899899616, 0.3438801142461694], 'accuracy': [0.35902948402948404, 0.35729646697388634], 'sharpe': [9.197915110607296, -86.25111295749926], 'sortino': [10.74228307360481, -99.2971173152341], 'hit_ratio': [0.5074244751664106, 0.35621072982116964], 'combined': [0.8717249047843102, 0.07145929339477727]}",0.3581629755016852,0.47159209908954375,0.3505758521180655,0.43181760249379014,-38.52659892344598,-44.27741712081465,COMPLETE
35,0.28204154243817336,2025-09-11 14:24:02.549193,2025-09-11 14:24:03.099777,0 days 00:00:00.550584,0.6322978544082024,2.2685211435960637,0.014957600516659482,7,1,587,0.00010537871522393115,6.681460090403871e-06,0.638517967735588,"{'f1_weighted': [0.35834338728166976, 0.221815551704045], 'accuracy': [0.3617936117936118, 0.290937019969278], 'sharpe': [0.16807937426596684, -40.86298092082798], 'sortino': [0.18784531948908217, -65.49014526537425], 'hit_ratio': [0.49095890410958903, 0.4240545567265964], 'combined': [0.5058956808824911, 0.05818740399385561]}",0.3263653158814449,0.28204154243817336,0.29007946949285734,0.45750673041809276,-20.347450773281007,-32.651149972942584,COMPLETE
36,0.4684706149002694,2025-09-11 14:24:03.099777,2025-09-11 14:24:03.573750,0 days 00:00:00.473973,0.667269872935256,2.714068154651235,0.014888463560777334,7,10,778,0.008920262934494536,4.186542011627436e-07,0.8421475489395714,"{'f1_weighted': [0.32744734851340057, 0.32285415520823907], 'accuracy': [0.3237100737100737, 0.3794162826420891], 'sharpe': [5.3759856648271676, -125.64328106905715], 'sortino': [7.116171228114004, -129.7864343172684], 'hit_ratio': [0.48927219183845183, 0.30254424778761063], 'combined': [0.8610579732721211, 0.07588325652841782]}",0.3515631781760814,0.4684706149002694,0.3251507518608198,0.39590821981303126,-60.13364770211499,-61.3351315445772,COMPLETE
37,0.0688378736747321,2025-09-11 14:24:03.574747,2025-09-11 14:24:04.074799,0 days 00:00:00.500052,0.721903260993927,2.575093729654659,0.010709637897902054,5,10,763,0.010666473870783986,4.264854620561118e-08,0.9126886635210598,"{'f1_weighted': [0.3301127446924292, 0.31900396955138755], 'accuracy': [0.3277027027027027, 0.36067588325652844], 'sharpe': [-17.093684688496847, -116.10444053769008], 'sortino': [-19.355627681788665, -122.13669496777607], 'hit_ratio': [0.4619336758524054, 0.3225979602791197], 'combined': [0.0655405706981585, 0.07213517665130569]}",0.34418929297961554,0.0688378736747321,0.3245583571219084,0.39226581806576255,-66.59906261309347,-70.74616132478236,COMPLETE
38,0.15373746565136467,2025-09-11 14:24:04.076306,2025-09-11 14:24:04.559444,0 days 00:00:00.483138,0.6740236809615529,1.8835953389604891,0.015530054478202677,7,10,874,0.029691817033715488,7.459028171772129e-07,0.864419376285669,"{'f1_weighted': [0.306061003038845, 0.3121629263361077], 'accuracy': [0.3055896805896806, 0.36682027649769583], 'sharpe': [-1.28770701696743, -126.99362805258524], 'sortino': [-1.7099101562444314, -129.0183961085102], 'hit_ratio': [0.4821570182394925, 0.2977142857142857], 'combined': [0.2341108760031902, 0.07336405529953917]}",0.33620497854368825,0.15373746565136467,0.30911196468747637,0.38993565197688906,-64.14066753477633,-65.36415313237731,COMPLETE
39,0.07150621853269641,2025-09-11 14:24:04.560431,2025-09-11 14:24:05.050904,0 days 00:00:00.490473,0.7506911285876728,4.504327297730932,0.010107894563510869,5,8,668,0.19667517820823388,3.940965322672525e-06,0.8302875872745665,"{'f1_weighted': [0.3064087697765835, 0.18584885226045736], 'accuracy': [0.32186732186732187, 0.32749615975422425], 'sharpe': [-4.092409389003417, -176.33625174683712], 'sortino': [-5.776694162874313, -224.48458823009204], 'hit_ratio': [0.48383658969804616, 0.30102367242482403], 'combined': [0.07751320511454797, 0.06549923195084485]}",0.32468174081077306,0.07150621853269641,0.2461288110185204,0.3924301310614351,-90.21433056792027,-115.13064119648318,COMPLETE
40,0.06610342532062208,2025-09-11 14:24:05.051897,2025-09-11 14:24:05.559067,0 days 00:00:00.507170,0.7114063806039101,1.6021955804734918,0.015126546544377709,7,8,618,0.0003493592937200405,1.9852457439563999e-07,0.8023320287289085,"{'f1_weighted': [0.33163315811345373, 0.18584885226045736], 'accuracy': [0.33353808353808356, 0.32749615975422425], 'sharpe': [-19.815621067345454, -176.33625174683712], 'sortino': [-23.537346905042256, -224.48458823009204], 'hit_ratio': [0.46634615384615385, 0.30102367242482403], 'combined': [0.06670761869039932, 0.06549923195084485]}",0.3305171216461539,0.06610342532062208,0.25874100518695553,0.3836849131354889,-98.07593640709129,-124.01096756756715,COMPLETE
41,0.07279977407241899,2025-09-11 14:24:05.560066,2025-09-11 14:24:06.159735,0 days 00:00:00.599669,0.6242068943220364,2.5728548419847193,0.012867045470199552,8,2,800,3.173283309558289e-05,1.262097329206582,0.8479627174524625,"{'f1_weighted': [0.3714831138822202, 0.3078325579648337], 'accuracy': [0.3703931203931204, 0.3576036866359447], 'sharpe': [-15.270409998586498, -142.34929454419597], 'sortino': [-16.24023727583415, -160.9378195683554], 'hit_ratio': [0.4765166340508806, 0.29271523178807946], 'combined': [0.07407881081764903, 0.07152073732718894]}",0.36399840351453255,0.07279977407241899,0.33965783592352694,0.38461593291948004,-78.80985227139124,-88.58902842209477,COMPLETE
42,0.47215485909034294,2025-09-11 14:24:06.160733,2025-09-11 14:24:06.645183,0 days 00:00:00.484450,0.6547724551958687,2.8014318899600203,0.1300889269458134,8,1,714,9.011563587283173e-06,8.35942426116539e-05,0.9643309908483702,"{'f1_weighted': [0.35902192384510173, 0.335639158730917], 'accuracy': [0.3593366093366093, 0.3622119815668203], 'sharpe': [37.349003045300705, -105.93732960565039], 'sortino': [50.285368854059726, -115.00640850180305], 'hit_ratio': [0.5561063542136098, 0.34194528875379937], 'combined': [0.8718673218673219, 0.07244239631336406]}",0.3607742954517148,0.47215485909034294,0.34733054128800933,0.44902582148370457,-34.29416328017484,-32.36051982387166,COMPLETE
43,0.44865207982253513,2025-09-11 14:24:06.646179,2025-09-11 14:24:07.154865,0 days 00:00:00.508686,0.6563810859265757,2.218588350630256,0.13422225808281663,9,1,674,0.003534218269300837,0.00012380539447221352,0.949755630286207,"{'f1_weighted': [0.3501397137971125, 0.335639158730917], 'accuracy': [0.3452088452088452, 0.3622119815668203], 'sharpe': [2.8395309178000883, -105.93732960565039], 'sortino': [3.5246379991952015, -115.00640850180305], 'hit_ratio': [0.5045330915684497, 0.34194528875379937], 'combined': [0.8248617633317062, 0.07244239631336406]}",0.3537104133878327,0.44865207982253513,0.34288943626401475,0.42323919016112455,-51.54889934392515,-55.74088525130392,COMPLETE
44,0.47009647791613723,2025-09-11 14:24:07.154865,2025-09-11 14:24:07.560599,0 days 00:00:00.405734,0.6748173210604391,3.584263264657406,0.2184159127698811,7,2,723,1.4132440024155394e-05,3.7224986952972156e-05,0.9564871715547817,"{'f1_weighted': [0.3558515544793898, 0.3408583260754551], 'accuracy': [0.35964373464373467, 0.34132104454685097], 'sharpe': [25.642670530814367, -56.83167573263544], 'sortino': [30.93984388815231, -65.63832032459356], 'hit_ratio': [0.5351637764932563, 0.44611528822055135], 'combined': [0.8719287469229042, 0.0682642089093702]}",0.3504823895952928,0.47009647791613723,0.3483549402774224,0.49063953235690383,-15.594502600910536,-17.349238218220627,COMPLETE
45,0.47077268985224713,2025-09-11 14:24:07.561597,2025-09-11 14:24:08.026702,0 days 00:00:00.465105,0.6165725115872006,4.638038308274863,0.2149177213151373,6,2,719,1.410821860227482e-05,4.423049255258753e-05,0.9680019342504481,"{'f1_weighted': [0.3461248578777326, 0.335639158730917], 'accuracy': [0.3455159705159705, 0.3622119815668203], 'sharpe': [15.149629446829735, -105.93732960565039], 'sortino': [19.448901437132385, -115.00640850180305], 'hit_ratio': [0.5183585313174947, 0.34194528875379937], 'combined': [0.8691029833911302, 0.07244239631336406]}",0.3538639760413954,0.47077268985224713,0.3408820083043248,0.430151910035647,-45.39385007941033,-47.77875353233533,COMPLETE
46,0.47074144105513277,2025-09-11 14:24:08.027700,2025-09-11 14:24:08.437557,0 days 00:00:00.409857,0.6852460885224407,4.552374167847205,0.23885383482656206,6,2,722,1.296954073633778e-05,5.012766336662108e-05,0.9690894551380589,"{'f1_weighted': [0.3607660997528394, 0.3408583260754551], 'accuracy': [0.36609336609336607, 0.34132104454685097], 'sharpe': [24.5299194444069, -56.83167573263544], 'sortino': [29.22251999573525, -65.63832032459356], 'hit_ratio': [0.5290519877675841, 0.44611528822055135], 'combined': [0.8732186732008953, 0.0682642089093702]}",0.3537072053201085,0.47074144105513277,0.3508122129141472,0.48758363799406773,-16.15087814411427,-18.207900164429155,COMPLETE
47,0.07216135941939161,2025-09-11 14:24:08.438569,2025-09-11 14:24:08.840003,0 days 00:00:00.401434,0.6201357834430873,4.636366111573089,0.29798215010771406,6,1,713,6.410229304392294e-05,1.4527974973349366e-05,0.9753338481548941,"{'f1_weighted': [0.3557682543990661, 0.335639158730917], 'accuracy': [0.3525798525798526, 0.3622119815668203], 'sharpe': [-6.372225234167886, -105.93732960565039], 'sortino': [-7.623770238450111, -115.00640850180305], 'hit_ratio': [0.48305860805860806, 0.34194528875379937], 'combined': [0.07188032252541918, 0.07244239631336406]}",0.3573959170733364,0.07216135941939161,0.34570370656499155,0.4125019484062037,-56.15477741990914,-61.31508937012658,COMPLETE
48,0.47215482134829495,2025-09-11 14:24:08.840003,2025-09-11 14:24:09.296389,0 days 00:00:00.456386,0.6983694315936342,0.5723505302828888,0.2153630916212311,5,1,879,8.35513508012422e-06,0.00030841229549643715,0.9998419060554904,"{'f1_weighted': [0.35945512594243867, 0.31586943536412765], 'accuracy': [0.3605651105651106, 0.36098310291858676], 'sharpe': [29.307803258478017, -119.43591029007978], 'sortino': [37.76327852296354, -145.9868819241323], 'hit_ratio': [0.5344827586206896, 0.33774834437086093], 'combined': [0.8721130221128726, 0.07219662058371736]}",0.3607741067418487,0.47215482134829495,0.3376622806532832,0.4361155514957753,-45.06405351580088,-54.11180170058438,COMPLETE
49,0.06809938971243626,2025-09-11 14:24:09.297387,2025-09-11 14:24:09.782054,0 days 00:00:00.484667,0.6517478471741838,0.6182034291292436,0.13635495708408432,5,1,914,2.66911576034125e-05,0.00043826555437759046,0.9890357597437581,"{'f1_weighted': [0.3634917179714197, 0.20338891056936245], 'accuracy': [0.36486486486486486, 0.3161290322580645], 'sharpe': [-28.657345576647835, -138.87312118033455], 'sortino': [-33.499732162368545, -189.8494497078359], 'hit_ratio': [0.4559118236472946, 0.33447845096814494], 'combined': [0.07297297297325964, 0.0632258064516129]}",0.3404969485614647,0.06809938971243626,0.28344031427039107,0.39519513730771977,-83.76523337849119,-111.67459093510223,COMPLETE
50,0.46828387247742087,2025-09-11 14:24:09.783046,2025-09-11 14:24:10.239675,0 days 00:00:00.456629,0.7125472634316611,0.6370308146540099,0.18089245949273142,5,1,824,5.7591660349728056e-06,7.651916902643119e-05,0.9120636617113338,"{'f1_weighted': [0.35553404566877617, 0.18023147564743494], 'accuracy': [0.35995085995085996, 0.3228878648233487], 'sharpe': [42.80407508010572, -167.142363017554], 'sortino': [54.91038245284471, -217.92351642512872], 'hit_ratio': [0.5591133004926109, 0.30857675574891236], 'combined': [0.871990171990172, 0.06457757296466975]}",0.34141936238710435,0.46828387247742087,0.26788276065810557,0.43384502812076164,-62.16914396872414,-81.506566986142,COMPLETE
51,0.46736306268564337,2025-09-11 14:24:10.240673,2025-09-11 14:24:10.668829,0 days 00:00:00.428156,0.6914887488647407,1.1827312279476137,0.2485530666351713,6,2,641,1.2871414104695129e-05,0.00025854927774332515,0.9675175497711076,"{'f1_weighted': [0.3132111789380122, 0.3408583260754551], 'accuracy': [0.3323095823095823, 0.34132104454685097], 'sharpe': [73.02258576356675, -56.83167573263544], 'sortino': [100.72278253276369, -65.63832032459356], 'hit_ratio': [0.6116248348745046, 0.44611528822055135], 'combined': [0.8664619164619165, 0.0682642089093702]}",0.33681531342821663,0.46736306268564337,0.32703475250673364,0.5288700615475279,8.095455015465657,17.54223110408506,COMPLETE
52,0.4683151511377318,2025-09-11 14:24:10.669828,2025-09-11 14:24:11.064815,0 days 00:00:00.394987,0.6811618393908133,4.682636541517254,0.2270424663099193,6,2,900,9.952575290474629e-05,2.6595836493726457e-05,0.9998799571300322,"{'f1_weighted': [0.33317155251116704, 0.3408583260754551], 'accuracy': [0.3418304668304668, 0.34132104454685097], 'sharpe': [50.545042006341816, -56.83167573263544], 'sortino': [64.89347552870682, -65.63832032459356], 'hit_ratio': [0.5770642201834862, 0.44611528822055135], 'combined': [0.8683660933660934, 0.0682642089093702]}",0.3415757556886589,0.4683151511377318,0.33701493929331106,0.5115897542020188,-3.1433168631468114,-0.3724223979433745,COMPLETE
53,0.46630544417203107,2025-09-11 14:24:11.065809,2025-09-11 14:24:11.580801,0 days 00:00:00.514992,0.7374425615746076,0.10429205088558025,0.1930440608502177,6,2,758,1.0886901488235211e-06,0.00025414038781436225,0.9201174848635195,"{'f1_weighted': [0.35482352386178934, 0.18087303240001731], 'accuracy': [0.35411547911547914, 0.31152073732718893], 'sharpe': [7.344926948695483, -160.53516266271595], 'sortino': [9.321129882558468, -209.84180945534712], 'hit_ratio': [0.4897139989964877, 0.31090561224489793], 'combined': [0.8703067408786244, 0.06230414746543779]}",0.33281810822133406,0.46630544417203107,0.26784827813090334,0.40030980562069285,-76.59511785701024,-100.26033978639433,COMPLETE
54,0.06905213864908162,2025-09-11 14:24:11.581798,2025-09-11 14:24:12.039873,0 days 00:00:00.458075,0.817804112354235,1.5658292371906255,0.1477635991021922,5,1,931,0.0007534769907922727,6.171755474615985e-05,0.9758691768549875,"{'f1_weighted': [0.35242637534467464, 0.3330132818660633], 'accuracy': [0.35288697788697787, 0.33763440860215055], 'sharpe': [-28.493990770875982, -61.900324386413615], 'sortino': [-33.67207248155044, -73.50592880252817], 'hit_ratio': [0.4219387755102041, 0.42755741127348645], 'combined': [0.07057739557773313, 0.06752688172043012]}",0.3452606932445642,0.06905213864908162,0.342719828605369,0.42474809339184527,-45.1971575786448,-53.58900064203931,COMPLETE
55,0.4699740901353794,2025-09-11 14:24:12.039873,2025-09-11 14:24:12.518531,0 days 00:00:00.478658,0.6444167519702133,1.0683004055729306,0.1116694722068325,7,3,553,7.479896450904727e-06,1.0821997634081028e-05,0.9551837317232382,"{'f1_weighted': [0.3452652946877801, 0.33547098267636793], 'accuracy': [0.34336609336609336, 0.3563748079877112], 'sharpe': [33.530882930225154, -95.15840275858729], 'sortino': [51.8931441013807, -107.40487885232258], 'hit_ratio': [0.5278460278460279, 0.36284470246734396], 'combined': [0.8686732186732166, 0.07127496159754225]}",0.34987045067690226,0.4699740901353794,0.34036813868207405,0.4453453651566859,-30.813759914181066,-27.75586737547094,COMPLETE
56,0.06582987233029775,2025-09-11 14:24:12.518531,2025-09-11 14:24:12.998547,0 days 00:00:00.480016,0.6155254052977122,0.5843614615639028,0.25245867793956966,8,1,823,2.1493181019928836e-05,0.0011053031744266677,0.895191988421761,"{'f1_weighted': [0.3311998570292598, 0.18340145637654415], 'accuracy': [0.3356879606879607, 0.3225806451612903], 'sharpe': [-11.796692527967256, -166.14261786877572], 'sortino': [-16.678740030868205, -217.4781666356217], 'hit_ratio': [0.4592933947772657, 0.3088235294117647], 'combined': [0.06714361562833744, 0.06451612903225806]}",0.32913430292462553,0.06582987233029775,0.257300656702902,0.3840584620945152,-88.96965519837148,-117.07845333324495,COMPLETE
57,0.4725178487191714,2025-09-11 14:24:12.998547,2025-09-11 14:24:13.419931,0 days 00:00:00.421384,0.6964304889402521,4.925706888224865,0.21914755037238542,6,2,993,0.00022722787764847425,2.700528239913563e-06,0.9318957064018928,"{'f1_weighted': [0.3575849039362527, 0.31955216244402573], 'accuracy': [0.3574938574938575, 0.3717357910906298], 'sharpe': [6.894032732877869, -122.1892071362879], 'sortino': [8.042658563555333, -141.2555689971556], 'hit_ratio': [0.5044554455445545, 0.3341687552213868], 'combined': [0.8706885392202168, 0.07434715821812597]}",0.3646148242922437,0.4725178487191714,0.33856853319013924,0.4193121003829706,-57.647587201705015,-66.60645521680013,COMPLETE
58,0.06834496729658289,2025-09-11 14:24:13.419931,2025-09-11 14:24:13.856504,0 days 00:00:00.436573,0.7768916894307125,0.3162251600838582,0.287162153826336,4,1,990,0.00030852210414042473,2.505677487355274e-06,0.9323908837774321,"{'f1_weighted': [0.3704655961939354, 0.1741681565081078], 'accuracy': [0.3713144963144963, 0.3121351766513057], 'sharpe': [-32.62952682754205, -169.40535202120554], 'sortino': [-32.57914590778966, -219.18403707007545], 'hit_ratio': [0.4530005310674456, 0.30528313824739006], 'combined': [0.07426289926290464, 0.062427035330261144]}",0.341724836482901,0.06834496729658289,0.2723168763510216,0.3791418346574178,-101.0174394243738,-125.88159148893256,COMPLETE
59,0.47284530671313846,2025-09-11 14:24:13.858010,2025-09-11 14:24:14.278724,0 days 00:00:00.420714,0.7037868841912354,1.403288009204036,0.20228796167497048,5,3,871,0.0008997002287454317,1.2446798429032696e-06,0.9897830206934408,"{'f1_weighted': [0.3828701435335258, 0.3408583260754551], 'accuracy': [0.3885135135135135, 0.34132104454685097], 'sharpe': [7.970540908420694, -56.83167573263544], 'sortino': [8.630148312510977, -65.63832032459356], 'hit_ratio': [0.5109529025191676, 0.44611528822055135], 'combined': [0.8774264045169067, 0.0682642089093702]}",0.36491727903018223,0.47284530671313846,0.3618642348044904,0.47853409536985947,-24.430567412107372,-28.504086006041295,COMPLETE
60,0.47519556002342794,2025-09-11 14:24:14.279724,2025-09-11 14:24:14.753297,0 days 00:00:00.473573,0.7027563580707649,0.8667297266059981,0.09192430691862553,4,3,947,0.0011208991313816116,1.2005592241245364e-06,0.9935554666916834,"{'f1_weighted': [0.3786259077721837, 0.3474755839105798], 'accuracy': [0.3845208845208845, 0.3674347158218126], 'sharpe': [24.33131829758028, -61.25192205444622], 'sortino': [27.737990093862248, -65.45940557785624], 'hit_ratio': [0.5330467490596453, 0.4068181818181818], 'combined': [0.8769041768824933, 0.07348694316436252]}",0.3759778001713485,0.47519556002342794,0.36305074584138175,0.46993246543891354,-18.46030187843297,-18.860707741996997,COMPLETE
61,0.463819575752789,2025-09-11 14:24:14.753297,2025-09-11 14:24:15.226140,0 days 00:00:00.472843,0.7062599664882899,0.8195692572588795,0.08112760592265406,4,3,949,0.001050411433881853,1.0348055185773236e-06,0.9853448579023827,"{'f1_weighted': [0.3805226088709777, 0.337699424898117], 'accuracy': [0.3820638820638821, 0.3655913978494624], 'sharpe': [3.570748544886334, -90.15458801207869], 'sortino': [4.015315110476825, -92.6860076068165], 'hit_ratio': [0.49244712990936557, 0.36022727272727273], 'combined': [0.8545208719356855, 0.07311827956989247]}",0.37382763995667223,0.463819575752789,0.3591110168845474,0.42633720131831915,-43.29191973359618,-44.33534624816984,COMPLETE
62,0.4708950037175844,2025-09-11 14:24:15.227645,2025-09-11 14:24:15.675236,0 days 00:00:00.447591,0.726960865899461,1.2889532281084517,0.09900069530326332,4,3,892,0.0017822955921756392,2.9152780522686097e-06,0.9962399012705475,"{'f1_weighted': [0.3551837237558135, 0.3408583260754551], 'accuracy': [0.3676289926289926, 0.34132104454685097], 'sharpe': [60.74947609405625, -56.83167573263544], 'sortino': [80.5978625522145, -65.63832032459356], 'hit_ratio': [0.5894554883318929, 0.44611528822055135], 'combined': [0.8735257985257986, 0.0682642089093702]}",0.3544750185879218,0.4708950037175844,0.34802102491563425,0.5177853882762221,1.9589001807104047,7.4797711138104646,COMPLETE
63,0.06978923938614925,2025-09-11 14:24:15.676233,2025-09-11 14:24:16.197760,0 days 00:00:00.521527,0.744339700576615,1.467016843109818,0.06510790635208208,5,2,859,0.00017925494617661988,7.96843599495793e-06,0.9489663819566934,"{'f1_weighted': [0.36151002274831784, 0.3330132818660633], 'accuracy': [0.36025798525798525, 0.33763440860215055], 'sharpe': [-28.712329125228738, -61.900324386413615], 'sortino': [-37.27139605436968, -73.50592880252817], 'hit_ratio': [0.430063578564941, 0.42755741127348645], 'combined': [0.0720515970518684, 0.06752688172043012]}",0.3489461969300679,0.06978923938614925,0.3472616523071906,0.42881049491921375,-45.306326755821175,-55.388662428448924,COMPLETE
64,0.07419326066602737,2025-09-11 14:24:16.198770,2025-09-11 14:24:16.679136,0 days 00:00:00.480366,0.6960280435163516,0.9767841630134595,0.15641208354668404,3,3,997,0.00047876153007477137,1.3692776444895712e-06,0.9847612506393277,"{'f1_weighted': [0.36943100549284, 0.337699424898117], 'accuracy': [0.367014742014742, 0.3655913978494624], 'sharpe': [-6.058859050626575, -90.15458801207869], 'sortino': [-7.09519812640355, -92.6860076068165], 'hit_ratio': [0.4855769230769231, 0.36022727272727273], 'combined': [0.07526824176216226, 0.07311827956989247]}",0.36630306993210215,0.07419326066602737,0.3535652151954785,0.4229020979020979,-48.106723531352635,-49.890602866610024,COMPLETE
65,0.47384417844652627,2025-09-11 14:24:16.680135,2025-09-11 14:24:18.003282,0 days 00:00:01.323147,0.7186332513924254,0.28386423607739786,0.18595874968779366,5,5,945,6.039154025189705e-05,5.564935261832028e-07,0.9279558066806576,"{'f1_weighted': [0.3725296253409239, 0.30789451102859694], 'accuracy': [0.3716216216216216, 0.36682027649769583], 'sharpe': [17.376400942300176, -126.48042639638844], 'sortino': [22.149838967554242, -144.51413016420346], 'hit_ratio': [0.510148849797023, 0.3276668083297918], 'combined': [0.8743243015935134, 0.07336405529953917]}",0.36922094905965874,0.47384417844652627,0.3402120681847604,0.4189078290634074,-54.55201272704413,-61.18214559832461,COMPLETE
